UNIQUEID,YEAR,PERIOD,AUT1,AFFIL_AUT1,DPT_AUT1,AUT2,AFFIL_AUT2,DPT_AUT2,AUT3,AFFIL_AUT3,DPT_AUT3,AUT4,AFFIL_AUT4,DPT_AUT4,AUT5,AFFIL_AUT5,DPT_AUT5
304,2006,2004-2008,"fudenberg, drew",Harvard,Economics,"   levine, david k.",Washington U in St. Louis,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,2006,2004-2008,"fumagalli, c",Bocconi,Economics,"   motta, m",European U Institute ,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,1976,1976-1980,"furubotn, eg",Texas A&M U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,2006,2004-2008,"gabaix, xavier",MIT,Economics,"   laibson, david",Harvard,Economics,"   moloche, guillermo",MIT,Economics,"   weinberg, stephen",Harvard,Economics,NA,NA,NA
489,2007,2004-2008,"gahvari, firouz",U of Illinois at Urbana-Champaign,Economics,"   mattos, enlinson",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,1977,1976-1980,"galster, gc",College of Wooster,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,1977,1976-1980,"gaudet, g",U Laval,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1957,1956-1960,"gehrels, f",Indiana,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1957,1956-1960,"gehrels, f",Indiana,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,2006,2004-2008,"george, lm",Huntr College,Economics,"   waldfogel, j",Upenn,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,1976,1976-1980,"goldfeld, sm",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,1956,1956-1960,"gordon, ra",Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,1977,1976-1980,"gordon, rj",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,1978,1976-1980,"gordon, rj",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,1980,1976-1980,"gordon, rj",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,2008,2004-2008,"gould, eric d.",Hebrew U,Economics,"   moav, omer",Hebrew U ,Economics,"   simhon, avi",Hebrew U,Economics,NA,NA,NA,NA,NA,NA
790,1977,1976-1980,"grabowski, hg",Duke,Economics,"   vernon, jm",Duke,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,1976,1976-1980,"gram, hn","CUNY, Queens College",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1956,1956-1960,"grampp, wd",UIC,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,2004,2004-2008,"granger, cwj",UC San Diego,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,1978,1976-1980,"greenberg, e","U of Washington, St. Louis",Economics,"   marshall, wj",Texas Christian U,Business,"   yawitz, jb",Washington U,Business,NA,NA,NA,NA,NA,NA
285,2005,2004-2008,"greenwood, j",U Rochester,Economics,"   seshadri, a",U Wisconsin ,Economics,"   vandenbroucke, g",USC,Economics,NA,NA,NA,NA,NA,NA
918,1978,1976-1980,"greenwood, ph",U of New Hampshire,Economics,"   ingene, ca",U Oklahoma,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,1976,1976-1980,"gregory, kd",Oakland U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,1979,1976-1980,"grether, dm",Caltech,Economics,"   plott, cr",Caltech,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,1976,1976-1980,"griffin, jm",Upenn,Economics,"   gregory, pr",U of Houston,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,2004,2004-2008,"grossman, ga",Princeton,Economics,"   lai, elc",City U of Hong Kong,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,2008,2004-2008,"grossman, gene a.",Princeton,Economics,"   rossi-hansberg, esteban",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,2004,2004-2008,"guiso, l",U of Sassari,Economics,"   sapienza, p",Northwestern,Business,"   zingales, l",U Chicago,Business,NA,NA,NA,NA,NA,NA
212,2005,2004-2008,"guriev, s",New Economic School,Economics,"   kvasov, d",U of Auckland (New Zealand,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,2005,2004-2008,"gurkaynak, rs","Bilkent University (Ankara, Turkey)",Economics,"   sack, b","Macroeconomic Advisers, LLC",Private,"   swanson, e",Board of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA
449,2007,2004-2008,"guvenen, fatih","U Texas, Austin",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2008,2004-2008,"hagedorn, marcus",U of Zurich,Economics,"   manovskii, iourii",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1959,1956-1960,"hagen, ee",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,2006,2004-2008,"haider, steven",Michigan State U,Economics,"   solon, gary",U Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,2008,2004-2008,"haile, philip a.",Yale,Economics,"   hortacsu, ali",U Chicago,Economics,"   kosenok, grigory","New Economic School, Russia ",Economics,NA,NA,NA,NA,NA,NA
561,2008,2004-2008,"halevy, yoram",UBC,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,1976,1976-1980,"hall, re",MIT,Economics,"   kasten, ra","Department of Health, Education and Welfare",Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,1980,1976-1980,"hall, re",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,2005,2004-2008,"hall, re",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,2008,2004-2008,"hall, robert e.",Stanford,Economics,"   milgrom, paul r.",Stanford ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,2004,2004-2008,"hanssen, fa",Montana State U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1978,1976-1980,"hanushek, ea",Yale,Economics,"   quigley, jm",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1958,1956-1960,"harbeson, rw",UIC,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1959,1956-1960,"haring, je",Occidental,Economics,"   smith, gc",US Military Academy,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,1978,1976-1980,"harsanyi, jc",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,1976,1976-1980,"hartman, r","U of Washington, Seattle",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2004,2004-2008,"hastings, js",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,1978,1976-1980,"haveman, rh",U Wisconsin-Madison,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,2007,2004-2008,"healy, paul j.",Ohio State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1957,1956-1960,"heflebower, rb",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,2008,2004-2008,"heidhues, paul",Bonn Graduate School of Economics,Economics,"   koszegi, botond",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,1978,1976-1980,"hekman, js",Boston College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1957,1956-1960,"heller, ww",Minnesota,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,2006,2004-2008,"hellwig, christian",UCLA,Economics,"   mukherji, arijit",U Minnesota ,Unknown,"   tsyvinski, aleh",Harvard,Economics,NA,NA,NA,NA,NA,NA
206,2004,2004-2008,"helpman, e",NA,Economics,"   melitz, mj",Harvard,Economics,"   yeaple, sr",Upenn,Economics,NA,NA,NA,NA,NA,NA
843,1977,1976-1980,"helpman, e",Tel-Aviv U,Economics,"   pines, d",Tel-Aviv U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,1980,1976-1980,"helpman, e",Tel-Aviv U,Economics,"   pines, d",Tel-Aviv U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1028,1979,1976-1980,"helpman, e",Tel-Aviv U,Economics,"   sadka, e",ambiguous,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1960,1956-1960,"henderson, jm",Minnesota,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,2004,2004-2008,"hill, rj",U College Dublin ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,1978,1976-1980,"hillman, al",Tel-Aviv U,Economics,"   bullard, cw",U Illinois-Urbana,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1957,1956-1960,"hirschman, ao",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,1980,1976-1980,"hirschman, ao",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,1977,1976-1980,"hochman, o",Princeton,Economics,"   ofek, h",Hebrew U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,1979,1976-1980,"hoffman, sd",U Delware,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,2005,2004-2008,"holt, ca",U Virginia ,Economics,"   laury, sk",Georgia State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,1958,1956-1960,"holzman, fd",Washington,Economics,"   zellner, a",Washington,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1960,1956-1960,"holzman, fd",Washington,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007,1979,1976-1980,"holzman, fd",Tuft,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1957,1956-1960,"homan, pt",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,2004,2004-2008,"hopkins, e",U of Edinburgh ,Economics,"   kornienko, t",U of Stirling ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1100,1979,1976-1980,"horiba, y",Tulane U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,2006,2004-2008,"horn, h",Stockholm U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,2006,2004-2008,"house, christopher l.",U Michigan,Economics,"   shapiro, matthew d.",U Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,2008,2004-2008,"house, christopher l.",U Michigan,Economics,"   shapiro, matthew d.",U Michigan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,1958,1956-1960,"houttakher, hs",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,2007,2004-2008,"hoxby, caroline a.",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,2007,2004-2008,"hsieh, chang-tai",UC Berkeley,Economics,"   klenow, peter j.",Stanford ,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,2005,2004-2008,"hsieh, ct",UC Berkeley,Economics,"   woo, kt",No current affiliation,No current affiliation,NA,NA,NA,NA,NA,NA,NA,NA,NA
1052,1979,1976-1980,"hu, sc",Purdue U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,1977,1976-1980,"hughes, jrt",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,2008,2004-2008,"hurwicz, leonid",U Minnesota,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,2005,2004-2008,"iacoviello, m",Boston College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1957,1956-1960,"ingram, jc",UNC,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,1978,1976-1980,"inman, rp",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,1979,1976-1980,"intriligator, md",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,2007,2004-2008,"jackson, matthew o.",Stanford,Economics,"   morelli, massimo",Ohio State U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,2007,2004-2008,"jackson, matthew o.",Stanford,Economics,"   rogers, brian w.",Northwestern,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
1174,1980,1976-1980,"jacobs, rl",UCLA,Economics,"   jones, ra",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,2008,2004-2008,"jaeger, david a.",U of Bonn,Economics,"   paserman, m. daniele",Boston U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,2006,2004-2008,"jayachandran, s",UC Berkeley,Economics,"   kremer, m",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,1978,1976-1980,"johansen, l",U of Oslo,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,1978,1976-1980,"johnson, t","North Carolina State U, Raleigh",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,1977,1976-1980,"jones, rw",U of Rochester,Economics,"   berglas, e",ambiguous,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,2005,2004-2008,"jorda, o",UC Davis,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1173,1980,1976-1980,"jorgenson, dw",Harvard,Economics,"   lau, lj",Stanford,Economics,"   stoker, tm",MIT,Business,NA,NA,NA,NA,NA,NA
194,2004,2004-2008,"jovanovic, b",NYU,Economics,"   braguinsky, s","State U of New York, Buffalo",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,1980,1976-1980,"jump, gv",U Toronto,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,2006,2004-2008,"kaplan, todd r.",U of Exeter,Economics,"   wettstein, david", Ben Gurion U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,2007,2004-2008,"karlan, dean",Yale,Economics,"   list, john a.",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2008,2004-2008,"karlan, dean s.",Yale,Economics,"   zinman, jonathan",Dartmouth,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,2005,2004-2008,"karlan, ds",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,2007,2004-2008,"kartik, navin",UC San Diego,Economics,"   mcafee, r. preston",Caltech,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
998,1979,1976-1980,"kearl, jr",Brigham Young U,Economics,"   pope, cl",Brigham Young U,Economics,"   whiting, gc",Brigham Young U,Communication,"   wimmer, lt",Brigham Young U,Economics,NA,NA,NA
741,1977,1976-1980,"kelly, ac",Duke,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,1956,1956-1960,"kemp, mc",McGill,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,1977,1976-1980,"kennedy, te",Kansas State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1960,1956-1960,"kessel, ra",UCLA,Economics,"alchian, aa",Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,1980,1976-1980,"klein, b",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,1958,1956-1960,"klinderberger, cp",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,1977,1976-1980,"kneese, av",U of New Mexico,Economics,"   schulze, wd",U of New Mexico,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2005,2004-2008,"knight, b",Brown ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,2007,2004-2008,"komai, mana",St. Cloud State U,Economics,"   stegeman, mark",U Arizona ,Economics,"   hermalin, benjamin e.",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA
423,2007,2004-2008,"koszegi, botond",UC Berkeley,Economics,"   rabin, matthew",UC Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,2008,2004-2008,"kranton, rachel",Duke,Economics,"   swamy, anand v.",Williams College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,1976,1976-1980,"kraus, m",Boston College,Economics,"   mohring, h",U Minnesota,Economics,"   pinfold, t",Dalhousie U,Economics,NA,NA,NA,NA,NA,NA
713,1976,1976-1980,"krauss, mb",Stockholm U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,1977,1976-1980,"kravis, ib",Upenn,Economics,"   lipsey, re","CUNY, Queens College",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1959,1956-1960,"kravis, ib",Pennsylvania,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,2007,2004-2008,"krebs, tom",U Mannheim,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1959,1956-1960,"kreinin, me",Michigan State,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1960,1956-1960,"kreinin, me",Michigan State,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,1978,1976-1980,"krueger, ao",U Minnesota,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2004,2004-2008,"kuhn, p",UC Santa Barbara,Economics,"   skuterud, m",Statistics Canada,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,2006,2004-2008,"kuruscu, b","U Texas, Austin",Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1959,1956-1960,"kuznets, s",Johns Hopkins,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,1977,1976-1980,"kuznets, s",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,2006,2004-2008,"kydland, finn e.",UC Santa Barbara,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,1976,1976-1980,"lahiri, k",ambiguous,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,1977,1976-1980,"laibman, d","CUNY, Brooklyn College",Economics,"   nell, ej",New School for Social Research,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,2005,2004-2008,"lang, k",Boston U,Economics,"   manove, m",Boston U,Economics,"   dickens, wt",The Brookings Institution,Think tank,NA,NA,NA,NA,NA,NA
648,1976,1976-1980,"lapan, he",Iowa State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,1976,1976-1980,"lazear, e",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,2006,2004-2008,"lemieux, t",UBC,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,2005,2004-2008,"lengwiler, y",U of Basel,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1960,1956-1960,"lerner, ap",Michigan State,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,2005,2004-2008,"leslie, d",Manchester Metropolitan U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1958,1956-1960,"letiche, jm",Berkeley,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,1976,1976-1980,"levhari, d",Hebrew U,Economics,"   liviatan, n",Hebrew U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,2007,2004-2008,"levy, gilat",LSE,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,1976,1976-1980,"lewis, dr",U Minnesota,Economics,"   becker, we",U Minnesota,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,1979,1976-1980,"lieberman, c",Northwestern U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,2004,2004-2008,"light, a",Ohio State U,Economics,"   mcgarry, k",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,2006,2004-2008,"limao, n",U Maryland,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,1976,1976-1980,"lindbeck, a",U of Stockholm,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,1958,1956-1960,lindblom,Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,1978,1976-1980,"lingle, rc",Auburn U,Economics,"   jones, eb",Auburn U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,2004,2004-2008,"list, ja",U Maryland,Economics,"   berrens, rp",U of New Mexico,Economics,"   bohara, ak",U of New Mexico,Economics,"   kerkvliet, j",Oregon State U,Economics,NA,NA,NA
792,1977,1976-1980,"liviatan, n",Hebrew U,Economics,"   levhari, d",Hebrew U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,2007,2004-2008,"livshits, igor",U of Western Ontario,Economics,"   macgee, james",U Western Ontario ,Economics,"   tertilt, michele",Stanford,Economics,NA,NA,NA,NA,NA,NA
872,1978,1976-1980,"lloyd, cb",Barnard College,Economics,"   niemi, b",Rutgers U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,2004,2004-2008,"lochner, l",U of Western Ontario,Economics,"   moretti, e",UCLA,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,2007,2004-2008,"lochner, lance",U of Western Ontario,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,1978,1976-1980,"loeb, m",North Carolina State U,Economics,"   magat, wa",Duke,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,1976,1976-1980,"long, sh",Franklin and Marshall College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2004,2004-2008,"lubik, ta",Johns Hopkins U ,Economics,"   schorfheide, f",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,1980,1976-1980,"lucas, re",U Chicago,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,1980,1976-1980,"lucas, rf",U of Saskatchewan,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,2007,2004-2008,"lustig, hanno",UCLA,Economics,"   verdelhan, adrien",Boston U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,2004,2004-2008,"maccini, lj",Johns Hopkins U ,Economics,"   moore, bj",Fordham U,Economics,"   schaller, h",Carleton U,Economics,NA,NA,NA,NA,NA,NA
42,1957,1956-1960,"machlup, f",Johns Hopkins,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,2006,2004-2008,"maggi, giovanni",Princeton,Economics,"   morelli, massimo",Ohio State U ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,2007,2004-2008,"maggi, giovanni",Princeton,Economics,"   rodriguez-clare, andris",Pennsylvania State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,1956,1956-1960,"maher, je",DePauw,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,2004,2004-2008,"mailath, gj",Upenn,Economics,"   postlewatte, a",Upenn,Economics,"   samuelson, l",U Wisconsin,Economics,NA,NA,NA,NA,NA,NA
170,2004,2004-2008,"majumdar, s",Queen's U,Economics,"   mukand, sw",Tufts,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1959,1956-1960,"malenbaum, w",MIT,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,2006,2004-2008,"manacorda, marco",U London,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,2006,2004-2008,"mandler, michael",U London,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,2005,2004-2008,"mankiw, ng",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,1980,1976-1980,"mansfield, e",Upenn,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,2007,2004-2008,"manzini, paola",U London,Economics,"   mariotti, marco",U of London,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,1976,1976-1980,"marshall, jm",UC Santa Barbara,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,2006,2004-2008,"martin, philippe",Sorbonne U,Economics,"   rey, helene",Princeton,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,2006,2004-2008,"matschke, x",U Connecticut,Economics,"   sherlund, sm",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,2007,2004-2008,"matsuyama, kiminori",Northwestern,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,1980,1976-1980,"matthaei, ja",Wellesley College,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,1976,1976-1980,"mayer, w",U of Cincinnati,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718,1977,1976-1980,"mayshar, j",Hebrew U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,2004,2004-2008,"mazzocco, m",U Wisconsin,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,1977,1976-1980,"mccafferty, s",Ohio State U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,1978,1976-1980,"mccain, ra",Temple U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,1980,1976-1980,"mccaleb, ts",Rice U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,1979,1976-1980,"mccallum, bt",U Virginia,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,2005,2004-2008,"mckinney, cn",Rhodes College,Economics,"   niederle, m",Stanford ,Economics,"   roth, ae",Harvard,Economics,NA,NA,NA,NA,NA,NA
1200,1980,1976-1980,"mckinnon, ri",Stanford,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,1976,1976-1980,"mcmahon, ww",U Illinois at Urbana-Champaign,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,1979,1976-1980,"mead, wj",UC Santa Barbara,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,2006,2004-2008,"meckl, juergen",Justus Liebig U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,1979,1976-1980,"medoff, jl",Harvard,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,2005,2004-2008,"meghir, c",UCL,Economics,"   palme, m",Stockholm U,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
