AUTHORS,JOURNAL,NUMB_REF,YEAR,ECONOMICS,FINANCE,BUSINESS,STATISTICS,DK,POLSCIENCE,COMMUNICATION,MEDIA,LAW,GENERAL.SCIENTIFIC,PSYCHOLOGY,MATHEMATICS,SOCIOLOGY,STATISTICAL.DATA,DEMOGRAPHY,HEALTH,MULTIDISC,NATURAL.SCIENCES,URBAN.STUDIES,PHILOSOPHY,OTHER,COMPUTER,AGRICULTURE,EDUCATION,HISTORY,ANTHROPOLOGY,PUBLIC.POL,NR
8620,AMERICAN ECONOMIC REVIEW,8,1967,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,492
8621,AMERICAN ECONOMIC REVIEW,6,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,494
8622,AMERICAN ECONOMIC REVIEW,25,1967,9,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,475
8623,AMERICAN ECONOMIC REVIEW,9,1967,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,491
8624,AMERICAN ECONOMIC REVIEW,3,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
8625,AMERICAN ECONOMIC REVIEW,7,1967,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,493
8626,AMERICAN ECONOMIC REVIEW,8,1967,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,492
8627,AMERICAN ECONOMIC REVIEW,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8628,AMERICAN ECONOMIC REVIEW,5,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,495
8629,AMERICAN ECONOMIC REVIEW,4,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,496
8630,AMERICAN ECONOMIC REVIEW,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8631,AMERICAN ECONOMIC REVIEW,12,1967,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,488
8632,AMERICAN ECONOMIC REVIEW,3,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,497
8633,AMERICAN ECONOMIC REVIEW,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8634,AMERICAN ECONOMIC REVIEW,28,1967,2,0,1,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,472
8635,AMERICAN ECONOMIC REVIEW,12,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,488
8636,AMERICAN ECONOMIC REVIEW,9,1967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,491
8637,AMERICAN ECONOMIC REVIEW,12,1967,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,488
8638,AMERICAN ECONOMIC REVIEW,21,1967,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,479
8639,AMERICAN ECONOMIC REVIEW,2,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
8640,AMERICAN ECONOMIC REVIEW,12,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,0,488
8641,AMERICAN ECONOMIC REVIEW,14,1967,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,486
8642,AMERICAN ECONOMIC REVIEW,7,1967,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,493
8643,AMERICAN ECONOMIC REVIEW,15,1967,3,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,485
8644,AMERICAN ECONOMIC REVIEW,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8645,AMERICAN ECONOMIC REVIEW,18,1967,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,482
8646,AMERICAN ECONOMIC REVIEW,4,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,496
8647,AMERICAN ECONOMIC REVIEW,12,1967,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,488
8648,AMERICAN ECONOMIC REVIEW,27,1967,9,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,12,0,0,0,0,0,0,473
8649,AMERICAN ECONOMIC REVIEW,2,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
8650,AMERICAN ECONOMIC REVIEW,2,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,498
8651,AMERICAN ECONOMIC REVIEW,5,1967,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,495
8652,AMERICAN ECONOMIC REVIEW,18,1967,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,482
8653,AMERICAN ECONOMIC REVIEW,29,1967,9,3,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,471
8654,AMERICAN ECONOMIC REVIEW,17,1967,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,483
8655,AMERICAN ECONOMIC REVIEW,6,1967,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,494
8656,AMERICAN ECONOMIC REVIEW,14,1967,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,486
8657,AMERICAN ECONOMIC REVIEW,27,1967,15,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,473
8658,AMERICAN ECONOMIC REVIEW,18,1967,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,482
8659,AMERICAN ECONOMIC REVIEW,3,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,497
8660,AMERICAN ECONOMIC REVIEW,4,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,496
8661,AMERICAN ECONOMIC REVIEW,3,1967,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
8662,AMERICAN ECONOMIC REVIEW,26,1967,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,474
8663,AMERICAN ECONOMIC REVIEW,9,1967,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,491
8664,AMERICAN ECONOMIC REVIEW,6,1967,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
8665,AMERICAN ECONOMIC REVIEW,19,1967,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,481
8666,AMERICAN ECONOMIC REVIEW,6,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,494
8667,AMERICAN ECONOMIC REVIEW,3,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,497
8668,AMERICAN ECONOMIC REVIEW,18,1967,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,482
8669,AMERICAN ECONOMIC REVIEW,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8670,AMERICAN ECONOMIC REVIEW,19,1967,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,481
8671,AMERICAN ECONOMIC REVIEW,4,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
8672,AMERICAN ECONOMIC REVIEW,4,1967,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
8673,AMERICAN ECONOMIC REVIEW,7,1967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8674,AMERICAN ECONOMIC REVIEW,49,1967,33,0,3,0,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,451
8675,AMERICAN ECONOMIC REVIEW,5,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,495
8676,AMERICAN ECONOMIC REVIEW,22,1967,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,478
8677,AMERICAN ECONOMIC REVIEW,7,1967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8678,AMERICAN ECONOMIC REVIEW,16,1967,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,484
8679,AMERICAN ECONOMIC REVIEW,15,1967,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,485
8680,AMERICAN ECONOMIC REVIEW,15,1967,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,485
8681,AMERICAN ECONOMIC REVIEW,5,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,495
8682,AMERICAN ECONOMIC REVIEW,19,1967,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,481
8683,ECONOMETRICA,27,1967,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,473
8684,ECONOMETRICA,69,1967,34,1,3,8,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,431
8685,ECONOMETRICA,8,1967,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,492
8686,ECONOMETRICA,22,1967,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,478
8687,ECONOMETRICA,53,1967,23,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,452
8688,ECONOMETRICA,1,1967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
8689,ECONOMETRICA,9,1967,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,491
8690,ECONOMETRICA,27,1967,5,0,6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,473
8691,ECONOMETRICA,2,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
8692,ECONOMETRICA,13,1967,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,487
8693,ECONOMETRICA,35,1967,20,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,466
8694,ECONOMETRICA,12,1967,7,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,488
8695,ECONOMETRICA,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8696,ECONOMETRICA,23,1967,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,477
8697,ECONOMETRICA,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8698,ECONOMETRICA,9,1967,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,491
8699,ECONOMETRICA,15,1967,3,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,485
8700,ECONOMETRICA,6,1967,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,494
8701,ECONOMETRICA,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8702,ECONOMETRICA,14,1967,2,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,486
8703,ECONOMETRICA,5,1967,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,495
8704,ECONOMETRICA,7,1967,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8705,ECONOMETRICA,4,1967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,496
8706,ECONOMETRICA,9,1967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,491
8707,ECONOMETRICA,21,1967,1,0,1,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,479
8708,ECONOMETRICA,20,1967,8,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,480
8709,ECONOMETRICA,12,1967,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
8710,ECONOMETRICA,3,1967,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
8711,ECONOMETRICA,7,1967,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,493
8712,JOURNAL OF POLITICAL ECONOMY,23,1967,16,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,477
8713,JOURNAL OF POLITICAL ECONOMY,34,1967,15,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,466
8714,JOURNAL OF POLITICAL ECONOMY,32,1967,14,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,0,0,0,0,0,0,468
8715,JOURNAL OF POLITICAL ECONOMY,21,1967,13,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,479
8716,JOURNAL OF POLITICAL ECONOMY,6,1967,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
8717,JOURNAL OF POLITICAL ECONOMY,4,1967,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
8718,JOURNAL OF POLITICAL ECONOMY,4,1967,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,496
8719,JOURNAL OF POLITICAL ECONOMY,6,1967,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
8720,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8721,JOURNAL OF POLITICAL ECONOMY,27,1967,11,1,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,473
8722,JOURNAL OF POLITICAL ECONOMY,9,1967,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
8723,JOURNAL OF POLITICAL ECONOMY,22,1967,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,478
8724,JOURNAL OF POLITICAL ECONOMY,16,1967,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,484
8725,JOURNAL OF POLITICAL ECONOMY,18,1967,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,482
8726,JOURNAL OF POLITICAL ECONOMY,3,1967,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
8727,JOURNAL OF POLITICAL ECONOMY,7,1967,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,493
8728,JOURNAL OF POLITICAL ECONOMY,37,1967,31,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,463
8729,JOURNAL OF POLITICAL ECONOMY,10,1967,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,490
8730,JOURNAL OF POLITICAL ECONOMY,27,1967,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,473
8731,JOURNAL OF POLITICAL ECONOMY,12,1967,7,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,488
8732,JOURNAL OF POLITICAL ECONOMY,25,1967,14,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,475
8733,JOURNAL OF POLITICAL ECONOMY,5,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,495
8734,JOURNAL OF POLITICAL ECONOMY,22,1967,6,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,478
8735,JOURNAL OF POLITICAL ECONOMY,15,1967,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
8736,JOURNAL OF POLITICAL ECONOMY,12,1967,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,488
8737,JOURNAL OF POLITICAL ECONOMY,8,1967,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
8738,JOURNAL OF POLITICAL ECONOMY,2,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
8739,JOURNAL OF POLITICAL ECONOMY,17,1967,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,483
8740,JOURNAL OF POLITICAL ECONOMY,9,1967,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,491
8741,JOURNAL OF POLITICAL ECONOMY,18,1967,9,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,482
8742,JOURNAL OF POLITICAL ECONOMY,6,1967,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
8743,JOURNAL OF POLITICAL ECONOMY,54,1967,12,15,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,446
8744,JOURNAL OF POLITICAL ECONOMY,35,1967,8,15,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,465
8745,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8746,JOURNAL OF POLITICAL ECONOMY,4,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,496
8747,JOURNAL OF POLITICAL ECONOMY,4,1967,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
8748,JOURNAL OF POLITICAL ECONOMY,2,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,498
8749,JOURNAL OF POLITICAL ECONOMY,27,1967,17,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
8750,JOURNAL OF POLITICAL ECONOMY,7,1967,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8751,JOURNAL OF POLITICAL ECONOMY,6,1967,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,494
8752,JOURNAL OF POLITICAL ECONOMY,12,1967,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
8753,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8754,JOURNAL OF POLITICAL ECONOMY,15,1967,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,485
8755,JOURNAL OF POLITICAL ECONOMY,31,1967,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,469
8756,JOURNAL OF POLITICAL ECONOMY,11,1967,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,489
8757,JOURNAL OF POLITICAL ECONOMY,27,1967,14,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,473
8758,JOURNAL OF POLITICAL ECONOMY,13,1967,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,487
8759,JOURNAL OF POLITICAL ECONOMY,98,1967,33,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,402
8760,JOURNAL OF POLITICAL ECONOMY,12,1967,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,488
8761,JOURNAL OF POLITICAL ECONOMY,5,1967,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
8762,JOURNAL OF POLITICAL ECONOMY,7,1967,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8763,JOURNAL OF POLITICAL ECONOMY,11,1967,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489
8764,JOURNAL OF POLITICAL ECONOMY,7,1967,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
8765,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8766,JOURNAL OF POLITICAL ECONOMY,10,1967,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,490
8767,JOURNAL OF POLITICAL ECONOMY,6,1967,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
8768,JOURNAL OF POLITICAL ECONOMY,5,1967,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
8769,JOURNAL OF POLITICAL ECONOMY,46,1967,25,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,454
8770,JOURNAL OF POLITICAL ECONOMY,10,1967,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,490
8771,JOURNAL OF POLITICAL ECONOMY,11,1967,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,489
8772,JOURNAL OF POLITICAL ECONOMY,3,1967,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
8773,JOURNAL OF POLITICAL ECONOMY,7,1967,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
8774,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8775,JOURNAL OF POLITICAL ECONOMY,7,1967,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,493
8776,JOURNAL OF POLITICAL ECONOMY,3,1967,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497
8777,JOURNAL OF POLITICAL ECONOMY,13,1967,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,487
8778,JOURNAL OF POLITICAL ECONOMY,24,1967,14,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,476
8779,JOURNAL OF POLITICAL ECONOMY,10,1967,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,490
8780,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8781,JOURNAL OF POLITICAL ECONOMY,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
8782,JOURNAL OF POLITICAL ECONOMY,3,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,497
8783,JOURNAL OF POLITICAL ECONOMY,14,1967,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,486
8784,QUARTERLY JOURNAL OF ECONOMICS,14,1967,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486
8785,QUARTERLY JOURNAL OF ECONOMICS,8,1967,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,492
