UniqueID;JOURNAL;YEAR;AUT1;AFFIL_AUT1;PHD_AUT1;AUT2;AFFIL_AUT2;PHD_AUT2;AUT3;AFFIL_AUT3;PHD_AUT3;AUT4;AFFIL_AUT4;PHD_AUT4;AUT5;AFFIL_AUT5;PHD_AUT5;AUT6;AFFIL_AUT6;PHD_AUT6;AUT7;AFFIL_AUT7;PHD_AUT7;AUT8;AFFIL_AUT8;PHD_AUT8
537;JOURNAL OF POLITICAL ECONOMY;2009;olken, benjamin a.;Massachusetts Institute of Technology;Harvard University;barron, patrick;World Bank;University of Oxford;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
538;JOURNAL OF POLITICAL ECONOMY;2009;wang, zhongmin;Northeastern University;Georgetown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
539;JOURNAL OF POLITICAL ECONOMY;2009;lazear, edward p.;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
540;JOURNAL OF POLITICAL ECONOMY;2009;hall, robert e.;Stanford University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
541;JOURNAL OF POLITICAL ECONOMY;2009;sanga, sarath;University of California, Berkeley;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
542;JOURNAL OF POLITICAL ECONOMY;2009;velde, francois r.;Federal Reserve Bank of Chicago;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
543;JOURNAL OF POLITICAL ECONOMY;2009;clark, damon;University of Florida;University of Oxford;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
544;JOURNAL OF POLITICAL ECONOMY;2009;albouy, david;University of Michigan;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
545;JOURNAL OF POLITICAL ECONOMY;2009;kirwan, barrett e.;University of Maryland;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
546;JOURNAL OF POLITICAL ECONOMY;2009;cherchye, laurens;Tilburg University;University of Leuven;de rock, bram;Université Libre de Bruxelles;University of Leuven;vermeulen, frederic;Tilburg University;University of Leuven;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
547;JOURNAL OF POLITICAL ECONOMY;2009;kircher, philipp;University of Pennsylvania;University of Bonn;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
548;JOURNAL OF POLITICAL ECONOMY;2009;bobonis, gustavo j.;University of Toronto;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
549;JOURNAL OF POLITICAL ECONOMY;2010;levav, jonathan;Columbia University;Duke University;heitmann, mark;Christian-Albrechts-University at Kiel;University of St Gallen;herrmann, andreas;University of St Gallen;WHU Koblenz;iyengar, sheena s.;Columbia University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
550;JOURNAL OF POLITICAL ECONOMY;2010;rossi-hansberg, esteban;Princeton University;University of Chicago;sarte, pierre-daniel;Federal Reserve Bank of Richmond;University of Rochester;owens, raymond, iii;Federal Reserve Bank of Richmond;Virginia Tech;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
551;JOURNAL OF POLITICAL ECONOMY;2010;heathcote, jonathan;Federal Reserve Bank of Minneapolis;University of Pennsylvania;storesletten, kjetil;Federal Reserve Bank of Minneapolis;Carnegie Mellon University;violante, giovanni l.;New York University;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
552;JOURNAL OF POLITICAL ECONOMY;2010;de nardi, mariacristina;Federal Reserve Bank of Chicago;University of Chicago;french, eric;Federal Reserve Bank of Chicago;University of Wisconsin-Madison;jones, john b.;University at Albany, SUNY;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
553;JOURNAL OF POLITICAL ECONOMY;2010;greenstone, michael;Massachusetts Institute of Technology;Princeton University;hornbeck, richard;Harvard University;Massachusetts Institute of Technology;moretti, enrico;University of California, Berkeley;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
554;JOURNAL OF POLITICAL ECONOMY;2010;li, hongbin;Tsinghua University;Stanford University;rosenzweig, mark;Yale University;Columbia University;zhang, junsen;Chinese University of Hong Kong;McMaster University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
555;JOURNAL OF POLITICAL ECONOMY;2010;costinot, arnaud;Massachusetts Institute of Technology;Princeton University;vogel, jonathan;Columbia University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
556;JOURNAL OF POLITICAL ECONOMY;2010;hortacsu, ali;University of Chicago;Stanford University;mcadams, david;Duke University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
557;JOURNAL OF POLITICAL ECONOMY;2010;beaudry, paul;University of British Columbia;Princeton University;doms, mark;Federal Reserve Bank of San Francisco;University of Wisconsin-Madison;lewis, ethan;Dartmouth College;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
558;JOURNAL OF POLITICAL ECONOMY;2010;asker, john;New York University;Harvard University;ljungqvist, alexander;New York University;University of Oxford;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
559;JOURNAL OF POLITICAL ECONOMY;2010;rayo, luis;University of Utah;Stanford University;segal, ilya;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
560;JOURNAL OF POLITICAL ECONOMY;2010;netzer, nick;University of Zurich;University of Konstanz;scheuer, florian;Stanford University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
561;JOURNAL OF POLITICAL ECONOMY;2010;snowberg, erik;California Institute of Technology;Stanford University;wolfers, justin;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
562;JOURNAL OF POLITICAL ECONOMY;2010;carrell, scott e.;University of California, Davis;University of Florida;west, james e.;US Air Force Academy;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
563;JOURNAL OF POLITICAL ECONOMY;2010;huggett, mark;Georgetown University;University of Minnesota;parra, juan carlos;Georgetown University;Georgetown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
564;JOURNAL OF POLITICAL ECONOMY;2010;propper, carol;University of Bristol;University of York;van reenen, john;London School of Economics;University College London;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
565;JOURNAL OF POLITICAL ECONOMY;2010;compte, olivier;Paris School of Economics;Stanford University;jehiel, philippe;Paris School of Economics;Ecole des Hautes Etudes en Sciences Sociales (EHESS);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
566;JOURNAL OF POLITICAL ECONOMY;2010;snyder, james m., jr.;Massachusetts Institute of Technology;California Institute of Technology;stromberg, david;Stockholm University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
567;JOURNAL OF POLITICAL ECONOMY;2010;miller, grant;Stanford University;Harvard University;urdinola, b. piedad;Universidad Nacional de Colombia;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
568;JOURNAL OF POLITICAL ECONOMY;2010;knight, brian;Brown University;University of Wisconsin-Madison;schiff, nathan;University of British Columbia;Brown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
569;JOURNAL OF POLITICAL ECONOMY;2010;amador, manuel;Stanford University;Massachusetts Institute of Technology;weill, pierre-olivier;University of California, Los Angeles;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
570;JOURNAL OF POLITICAL ECONOMY;2010;atkeson, andrew;University of California, Los Angeles;Stanford University;burstein, ariel tomas;University of California, Los Angeles;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
571;JOURNAL OF POLITICAL ECONOMY;2010;osborne, martin j.;University of Toronto;Stanford University;turner, matthew a.;University of Toronto;Brown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
572;JOURNAL OF POLITICAL ECONOMY;2010;farhi, emmanuel;Harvard University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
573;JOURNAL OF POLITICAL ECONOMY;2010;acemoglu, daron;Massachusetts Institute of Technology;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
574;JOURNAL OF POLITICAL ECONOMY;2010;fleurbaey, marc;University Paris V;Ecole des Hautes Etudes en Sciences Sociales (EHESS);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
575;JOURNAL OF POLITICAL ECONOMY;2010;chen, daniel l.;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
576;JOURNAL OF POLITICAL ECONOMY;2010;arkolakis, costas;Yale University;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
577;JOURNAL OF POLITICAL ECONOMY;2010;waldinger, fabian;University of Warwick;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
578;JOURNAL OF POLITICAL ECONOMY;2011;echenique, federico;California Institute of Technology;University of California, Berkeley;lee, sangmok;California Institute of Technology;California Institute of Technology;shum, matthew;California Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
579;JOURNAL OF POLITICAL ECONOMY;2011;cohen, lauren;Harvard University;University of Chicago;coval, joshua;Harvard University;University of California, Los Angeles;malloy, christopher;Harvard University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
580;JOURNAL OF POLITICAL ECONOMY;2011;fajgelbaum, pablo;University of California, Los Angeles;Princeton University;grossman, gene m.;Princeton University;Massachusetts Institute of Technology;helpman, elhanan;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
581;JOURNAL OF POLITICAL ECONOMY;2011;christiano, lawrence;Northwestern University;Columbia University;eichenbaum, martin;Northwestern University;University of Minnesota;rebelo, sergio;Northwestern University;University of Rochester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
582;JOURNAL OF POLITICAL ECONOMY;2011;foerster, andrew t.;Duke University;Duke University;sarte, pierre-daniel g.;Federal Reserve Bank of Richmond;University of Rochester;watson, mark w.;Princeton University;University of California, San Diego;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
583;JOURNAL OF POLITICAL ECONOMY;2011;berman, eli;University of California, San Diego;Harvard University;shapiro, jacob n.;Princeton University;Stanford University;felter, joseph h.;Stanford University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
584;JOURNAL OF POLITICAL ECONOMY;2011;carlson, mark;Board of Governors of The Federal Reserve;University of California, Berkeley;mitchener, kris james;Santa Clara University;University of California, Berkeley;richardson, gary;University of California, Irvine;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
585;JOURNAL OF POLITICAL ECONOMY;2011;persico, nicola;New York University;Northwestern University;pueblita, jose c. r.;Ministry of Finance;University of Pennsylvania;silverman, dan;University of Michigan;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
586;JOURNAL OF POLITICAL ECONOMY;2011;goettler, ronald l.;University of Chicago;Yale University;gordon, brett r.;Columbia University;Carnegie Mellon University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
587;JOURNAL OF POLITICAL ECONOMY;2011;aaronson, daniel;Federal Reserve Bank of Chicago;Northwestern University;mazumder, bhashkar;Federal Reserve Bank of Chicago;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
588;JOURNAL OF POLITICAL ECONOMY;2011;miller, amalia r.;University of Virginia;Stanford University;tucker, catherine e.;Massachusetts Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
589;JOURNAL OF POLITICAL ECONOMY;2011;libecap, gary d.;University of California, Santa Barbara;University of Pennsylvania;lueck, dean;University of Arizona;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
590;JOURNAL OF POLITICAL ECONOMY;2011;davis, lucas w.;University of California, Berkeley;University of Wisconsin-Madison;kilian, lutz;University of Michigan;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
591;JOURNAL OF POLITICAL ECONOMY;2011;colacito, riccardo;University of North Carolina, Chapel Hill;New York University;croce, mariano m.;University of North Carolina, Chapel Hill;New York University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
592;JOURNAL OF POLITICAL ECONOMY;2011;hoerner, johannes;Yale University;University of Pennsylvania;samuelson, larry;Yale University;University of Illinois at Urbana-Champaign;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
593;JOURNAL OF POLITICAL ECONOMY;2011;wei, shang-jin;Columbia University;University of California, Berkeley;zhang, xiaobo;International Food Policy Research Institute (IFPRI);Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
594;JOURNAL OF POLITICAL ECONOMY;2011;henry, emeric;SciencesPo Paris;Stanford University;ponce, carlos j.;Universidad Carlos III de Madrid;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
595;JOURNAL OF POLITICAL ECONOMY;2011;krishna, vijay;Pennsylvania State University;Princeton University;morgan, john;University of California, Berkeley;Pennsylvania State University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
596;JOURNAL OF POLITICAL ECONOMY;2011;menzio, guido;University of Pennsylvania;Northwestern University;shi, shouyong;University of Toronto;University of Toronto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
597;JOURNAL OF POLITICAL ECONOMY;2011;muralidharan, karthik;University of California, San Diego;Harvard University;sundararaman, venkatesh;World Bank;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
598;JOURNAL OF POLITICAL ECONOMY;2011;schulhofer-wohl, sam;Federal Reserve Bank of Minneapolis;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
599;JOURNAL OF POLITICAL ECONOMY;2011;kaplow, louis;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
600;JOURNAL OF POLITICAL ECONOMY;2011;gavazza, alessandro;New York University;New York University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
601;JOURNAL OF POLITICAL ECONOMY;2011;brown, jennifer;Northwestern University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
602;JOURNAL OF POLITICAL ECONOMY;2011;papanikolaou, dimitris;Northwestern University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
603;JOURNAL OF POLITICAL ECONOMY;2011;niehaus, paul;University of California, San Diego;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
604;JOURNAL OF POLITICAL ECONOMY;2011;budish, eric;University of Chicago;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
605;JOURNAL OF POLITICAL ECONOMY;2011;cochrane, john h.;University of Chicago;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
606;JOURNAL OF POLITICAL ECONOMY;2011;ossa, ralph;University of Chicago;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
607;JOURNAL OF POLITICAL ECONOMY;2011;hart, sergiu;Hebrew University;Tel Aviv University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
608;JOURNAL OF POLITICAL ECONOMY;2012;lefgren, lars;Brigham Young University;University of Chicago;lindquist, matthew j.;Stockholm University;Stockholm University;sims, david;Brigham Young University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
609;JOURNAL OF POLITICAL ECONOMY;2012;casella, alessandra;Columbia University;Massachusetts Institute of Technology;llorente-saguer, aniol;Max Planck Institute for Research on Collective Goods;Universitat Pompeu Fabra;palfrey, thomas r.;California Institute of Technology;California Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
610;JOURNAL OF POLITICAL ECONOMY;2012;bilbiie, florin o.;Paris School of Economics;European University Institute;ghironi, fabio;Boston College;University of California, Berkeley;melitz, marc j.;Harvard University;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
611;JOURNAL OF POLITICAL ECONOMY;2012;li, yiting;National Taiwan University;UNKNOWN;rocheteau, guillaume;University of California, Irvine;University of Paris 2;weill, pierre-olivier;University of California, Los Angeles;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
612;JOURNAL OF POLITICAL ECONOMY;2012;dahlberg, matz;Uppsala University;Uppsala University;edmark, karin;Research Institute of Industrial Economics (IFN), Stockholm, Sweden;Uppsala University;lundqvist, helene;Stockholm University;Uppsala University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
613;JOURNAL OF POLITICAL ECONOMY;2012;chiappori, pierre-andre;Columbia University;Universite de Paris I;oreffice, sonia;Universitat d'Alacant;University of Chicago;quintana-domeque, climent;Universitat d'Alacant;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
614;JOURNAL OF POLITICAL ECONOMY;2012;stoop, jan;Erasmus University Rotterdam;Tilburg University;noussair, charles n.;Tilburg University;California Institute of Technology;van soest, daan;Vrije Universiteit Amsterdam;Groningen University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
615;JOURNAL OF POLITICAL ECONOMY;2012;arseneau, david m.;Board of Governors of The Federal Reserve;University of Virginia;chugh, sanjay k.;Boston College;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
616;JOURNAL OF POLITICAL ECONOMY;2012;gowrisankaran, gautam;University of Arizona;Yale University;rysman, marc;Boston University;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
617;JOURNAL OF POLITICAL ECONOMY;2012;farhi, emmanuel;Harvard University;Massachusetts Institute of Technology;werning, ivan;Massachusetts Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
618;JOURNAL OF POLITICAL ECONOMY;2012;garrett, daniel f.;Toulouse School of Economics;Northwestern University;pavan, alessandro;Northwestern University;University of Toulouse;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
619;JOURNAL OF POLITICAL ECONOMY;2012;bursztyn, leonardo;University of California, Los Angeles;Harvard University;coffman, lucas c.;Ohio State University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
620;JOURNAL OF POLITICAL ECONOMY;2012;diamond, douglas w.;University of Chicago;Yale University;rajan, raghuram g.;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
621;JOURNAL OF POLITICAL ECONOMY;2012;di giovanni, julian;International Monetary Fund;University of California, Berkeley;levchenko, andrei a.;University of Michigan;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
622;JOURNAL OF POLITICAL ECONOMY;2012;pastor, lubos;University of Chicago;University of Pennsylvania;stambaugh, robert f.;University of Pennsylvania;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
623;JOURNAL OF POLITICAL ECONOMY;2012;glazer, jacob;Tel Aviv University;Northwestern University;rubinstein, ariel;Tel Aviv University;The Hebrew University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
624;JOURNAL OF POLITICAL ECONOMY;2012;krishnamurthy, arvind;Northwestern University;Massachusetts Institute of Technology;vissing-jorgensen, annette;Northwestern University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
625;JOURNAL OF POLITICAL ECONOMY;2012;morgan, john;University of California, Berkeley;Pennsylvania State University;vardy, felix;University of California, Berkeley;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
626;JOURNAL OF POLITICAL ECONOMY;2012;coibion, olivier;College of William and Mary;University of Michigan;gorodnichenko, yuriy;University of California, Berkeley;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
627;JOURNAL OF POLITICAL ECONOMY;2012;baker, scott;Washington University, St. Louis;University of Chicago;mezzetti, claudio;University of Melbourne;University of Oxford;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
628;JOURNAL OF POLITICAL ECONOMY;2012;bulow, jeremy;Stanford University;Massachusetts Institute of Technology;klemperer, paul;University of Oxford;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
629;JOURNAL OF POLITICAL ECONOMY;2012;genakos, christos;Athens University of Economics and Business;London Business School;pagliero, mario;University of Turin;London Business School;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
630;JOURNAL OF POLITICAL ECONOMY;2012;arellano, cristina;Federal Reserve Bank of Minneapolis;Duke University;ramanarayanan, ananth;University of Western Ontario;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
631;JOURNAL OF POLITICAL ECONOMY;2012;sweeting, andrew;Duke University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
632;JOURNAL OF POLITICAL ECONOMY;2012;sargent, thomas j.;New York University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
633;JOURNAL OF POLITICAL ECONOMY;2012;harstad, bard;Northwestern University;Stockholm University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
634;JOURNAL OF POLITICAL ECONOMY;2012;kaplan, greg;University of Pennsylvania;New York University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
635;JOURNAL OF POLITICAL ECONOMY;2012;martin, ian;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
636;JOURNAL OF POLITICAL ECONOMY;2012;myerson, roger b.;University of Chicago;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
637;JOURNAL OF POLITICAL ECONOMY;2012;young, alwyn;London School of Economics;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
638;QUARTERLY JOURNAL OF ECONOMICS;2005;imbs, j;London Business School;New York University;mumtaz, h;Bank of England;University of London;ravn, mo;European University;University of Southhampton;rey, h;Princeton University;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
639;QUARTERLY JOURNAL OF ECONOMICS;2008;ranciere, romain;Paris School of Economics;New York University;tornell, aaron;University of California, Los Angeles;Massachusetts Institute of Technology;westermann, frank;University of Osnabrueck;University of California Santa Cruz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
640;QUARTERLY JOURNAL OF ECONOMICS;2010;bertrand, marianne;University of Chicago;Harvard University;karlan, dean;Yale University;Massachusetts Institute of Technology;mullainathan, sendhil;Harvard University;Harvard University;shafir, eldar;Princeton University;Massachusetts Institute of Technology;zinman, jonathan;Darmouth College;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA
